PassengerId,Survived_pred,Survived_prob
977,0,0.2736550157032759
978,1,0.5808122597974246
979,0,0.37351602037806414
980,1,0.5530344820196468
981,1,0.5536169067726444
982,0,0.39310695121275835
983,0,0.1666445418532941
984,1,0.6137686344410328
985,0,0.1666445418532941
986,0,0.3274556066979186
987,0,0.17616835137710363
988,1,0.7407625028974708
989,0,0.1666445418532941
990,0,0.37351602037806414
991,0,0.1666445418532941
992,1,0.8507151709046294
993,0,0.24777516123752102
994,0,0.22966162336188498
995,0,0.17616835137710363
996,1,0.5700560215658731
997,0,0.19242143648264776
998,0,0.22019411265624358
999,0,0.22966162336188498
1000,0,0.1666445418532941
1001,0,0.2878910326952454
1002,0,0.24296581077955123
1003,1,0.5530344820196468
1004,1,0.801781837571296
1005,0,0.4408122597974245
1006,1,0.7225806847156526
1007,0,0.4032277330622528
1008,0,0.19306334673394737
1009,1,0.6308905046080137
1010,1,0.5409304150476657
1011,1,0.7202571545133625
1012,1,0.6921969538444661
1013,0,0.274661623361885
1014,1,0.8507151709046294
1015,0,0.1666445418532941
1016,0,0.22966162336188498
1017,0,0.4873133004191074
1018,0,0.14884369781431936
1019,1,0.6630344820196468
1020,0,0.2161296125832767
1021,0,0.15831120851996078
1022,0,0.1666445418532941
1023,0,0.41204201128432316
1024,0,0.22558539487676899
1025,0,0.2736550157032759
1026,0,0.1666445418532941
1027,0,0.15831120851996078
1028,0,0.2639562038768045
1029,0,0.22565342210708622
1030,0,0.41002395688600063
1031,0,0.17339627924994336
1032,0,0.2604486627205425
1033,1,0.7901102108002762
1034,1,0.5206454645740359
1035,0,0.2161296125832767
1036,0,0.2161296125832767
1037,0,0.18035528702082124
1038,0,0.2917585434008868
1039,0,0.14884369781431936
1040,0,0.2161296125832767
1041,0,0.23732542578778557
1042,1,0.8673818375712958
1043,0,0.2544919181625188
1044,0,0.19242143648264776
1045,0,0.45106632031966837
1046,0,0.16996185038925388
1047,0,0.15831120851996078
1048,1,0.7705513552663068
1049,0,0.41002395688600063
1050,0,0.2917585434008868
1051,0,0.4547491978550049
1052,1,0.575256704241869
1053,1,0.6275207189117896
1054,1,0.6865969538444661
1055,0,0.1666445418532941
1056,0,0.2161296125832767
1057,0,0.3573926654984726
1058,0,0.4367173359596479
1059,0,0.16996185038925388
1060,1,0.8061163341309066
1061,0,0.37351602037806414
1062,0,0.1666445418532941
1063,0,0.24395620387680447
1064,0,0.17882238556557856
1065,0,0.23949191816251875
1066,0,0.17339627924994336
1067,1,0.671171312818825
1068,1,0.7037354153829277
1069,1,0.5024636463922179
1070,1,0.6980404293128277
1071,1,0.8455817355825148
1072,0,0.2161296125832767
1073,1,0.5242637483809991
1074,1,0.7452549125785598
1075,0,0.22966162336188498
1076,1,0.7783467498519977
1077,0,0.2161296125832767
1078,1,0.741085842733355
1079,0,0.12147700190440543
1080,0,0.2750713213857544
1081,0,0.2161296125832767
1082,0,0.23825135171371148
1083,0,0.2161296125832767
1084,0,0.2395076352752185
1085,0,0.33787572068946115
1086,0,0.30218205450618874
1087,0,0.1666445418532941
1088,1,0.6459719962734574
1089,0,0.37351602037806414
1090,0,0.12629960332892984
1091,0,0.4032988106871702
1092,1,0.5341455931307578
1093,0,0.4896791010423859
1094,1,0.5206454645740359
1095,1,0.6637354153829277
1096,0,0.18802425689171412
1097,0,0.27031274955506146
1098,0,0.4726821784966114
1099,0,0.13576711403457123
1100,1,0.7771065128959712
1101,0,0.17616835137710363
1102,0,0.19242143648264776
1103,0,0.1666445418532941
1104,0,0.2463292049872916
1105,1,0.7375648468210547
1106,0,0.4145097352242379
1107,0,0.2917585434008868
1108,1,0.5808122597974246
1109,0,0.29653883933001185
1110,1,0.8289150689158481
1111,0,0.1666445418532941
1112,1,0.8277027286887295
1113,0,0.14884369781431936
1114,1,0.7941441848165832
1115,0,0.14884369781431936
1116,1,0.8061163341309066
1117,1,0.6745221110319626
1118,0,0.14884369781431936
1119,1,0.5530344820196468
1120,0,0.19242143648264776
1121,0,0.2161296125832767
1122,0,0.2463292049872916
1123,1,0.7526243042718165
1124,0,0.1530454909362249
1125,0,0.22966162336188498
1126,1,0.5409304150476657
1127,0,0.14884369781431936
1128,1,0.5024636463922179
1129,0,0.3078146355214957
1130,1,0.7087186929749009
1131,1,0.8289150689158481
1132,1,0.8061163341309066
1133,1,0.7154431076906199
1134,1,0.5024636463922179
1135,0,0.1666445418532941
1136,0,0.19569730367862737
1137,0,0.31388028253132155
1138,1,0.741085842733355
1139,0,0.23732542578778557
1140,1,0.7202571545133625
1141,1,0.5725560215658732
1142,1,0.7861358518259172
1143,0,0.14884369781431936
1144,1,0.5242637483809991
1145,0,0.15831120851996078
1146,0,0.1666445418532941
1147,0,0.1666445418532941
1148,0,0.22966162336188498
1149,0,0.1666445418532941
1150,1,0.6921969538444661
1151,0,0.14884369781431936
1152,0,0.18172961258327672
1153,0,0.14884369781431936
1154,1,0.6655713128188251
1155,1,0.5387231670190682
1156,0,0.24296581077955123
1157,0,0.1666445418532941
1158,0,0.1750521715058356
1159,0,0.1666445418532941
1160,0,0.4032988106871702
1161,0,0.14884369781431936
1162,1,0.5191303130588845
1163,0,0.22966162336188498
1164,1,0.8507151709046294
1165,1,0.6630344820196468
1166,0,0.19306334673394737
1167,1,0.7202571545133625
1168,0,0.17850044736790457
1169,0,0.23825135171371148
1170,0,0.23825135171371148
1171,0,0.12629960332892984
1172,0,0.41002395688600063
1173,1,0.5795428326985703
1174,1,0.5530344820196468
1175,1,0.6246014761113277
1176,1,0.5645000616484219
1177,0,0.1666445418532941
1178,0,0.1666445418532941
1179,0,0.37309369607354786
1180,0,0.2663804463010469
1181,0,0.1666445418532941
1182,0,0.2161296125832767
1183,0,0.4641455931307578
1184,0,0.23949191816251875
1185,0,0.3512935940847666
1186,0,0.1666445418532941
1187,0,0.17616835137710363
1188,1,0.8777027286887294
1189,0,0.25738707311954384
1190,0,0.2161296125832767
1191,0,0.1666445418532941
1192,0,0.1666445418532941
1193,0,0.4493523173547371
1194,0,0.21520368665735073
1195,0,0.15831120851996078
1196,1,0.5530344820196468
1197,1,0.6983620664544812
1198,0,0.37309369607354786
1199,0,0.4644577619685878
1200,0,0.3512935940847666
1201,0,0.38345140208352496
1202,0,0.14884369781431936
1203,0,0.3078146355214957
1204,0,0.1666445418532941
1205,0,0.4726821784966114
1206,1,0.8782347968070046
1207,1,0.5130344820196467
1208,1,0.5024636463922179
1209,0,0.16629960332892985
1210,0,0.17616835137710363
1211,0,0.2041825650910047
1212,0,0.17616835137710363
1213,0,0.25304711296771354
1214,0,0.2917585434008868
1215,0,0.2161296125832767
1216,1,0.7901102108002762
1217,0,0.14884369781431936
1218,1,0.7028544761355702
1219,0,0.4418166357452072
1220,0,0.23825135171371148
1221,0,0.16392876854430197
1222,1,0.7154431076906199
1223,0,0.45851743794842914
1224,0,0.19306334673394737
1225,0,0.4700560215658731
1226,0,0.17616835137710363
1227,0,0.3810715205001234
1228,0,0.2161296125832767
1229,0,0.28711941261928153
1230,0,0.22565342210708622
1231,0,0.23949191816251875
1232,0,0.16629960332892985
1233,0,0.1666445418532941
1234,0,0.24750330981344626
1235,1,0.8455817355825148
1236,0,0.22162322960455327
1237,0,0.4290715759336197
1238,0,0.22565342210708622
1239,1,0.6132354640745838
1240,0,0.17339627924994336
1241,1,0.6865969538444661
1242,1,0.7799817355825147
1243,0,0.18802425689171412
1244,0,0.2463292049872916
1245,0,0.29653883933001185
1246,1,0.5319359590843193
1247,0,0.26995844141210557
1248,1,0.7018103423165503
1249,0,0.1666445418532941
1250,0,0.22966162336188498
1251,0,0.3840008526329755
1252,0,0.17896064748798124
1253,1,0.7910360620220629
1254,1,0.6865969538444661
1255,0,0.17616835137710363
1256,1,0.8507151709046294
1257,0,0.2858429741769015
1258,0,0.2736550157032759
1259,0,0.3752498083556155
1260,1,0.8394496674642398
1261,0,0.24296581077955123
1262,0,0.18282134245936463
1263,1,0.8673818375712958
1264,0,0.16671883817250227
1265,0,0.2161296125832767
1266,1,0.7407625028974708
1267,1,0.9050496674642396
1268,0,0.3316281723426751
1269,0,0.12629960332892984
1270,0,0.26995844141210557
1271,0,0.41972801788375563
1272,0,0.22966162336188498
1273,0,0.22966162336188498
1274,0,0.4828103764424993
1275,0,0.39310695121275835
1276,0,0.2161296125832767
1277,1,0.7300934883922494
1278,0,0.15831120851996078
1279,0,0.2161296125832767
1280,0,0.22019411265624358
1281,0,0.45976347887666336
1282,0,0.340291469138235
1283,1,0.6762403273240465
1284,0,0.20795392577700636
1285,0,0.17850044736790457
1286,0,0.1794293610948953
1287,1,0.7452549125785598
1288,0,0.21299495669521834
1289,1,0.8289150689158481
1290,0,0.14884369781431936
1291,0,0.171531542061072
1292,1,0.7372180219329735
1293,0,0.23825135171371148
1294,1,0.8239385563531286
1295,0,0.20392876854430195
1296,0,0.4827754466064377
1297,1,0.5397631299518092
1298,0,0.18282134245936463
1299,1,0.5024636463922179
1300,1,0.575256704241869
1301,1,0.5645000616484219
1302,1,0.5530344820196468
1303,1,0.7463874964527313
1304,0,0.4032988106871702
1305,0,0.1666445418532941
1306,1,0.8673818375712958
1307,0,0.1666445418532941
1308,0,0.1666445418532941
1309,0,0.33365501570327594
